"subscribed","age","education","balance","loan"
FALSE,41,"secondary",351,"no"
FALSE,34,"tertiary",5060,"no"
FALSE,39,"tertiary",-41,"yes"
FALSE,27,"secondary",-124,"no"
FALSE,31,"secondary",79,"yes"
FALSE,44,"secondary",3945,"no"
FALSE,55,"tertiary",197,"yes"
FALSE,51,"primary",837,"no"
FALSE,50,"tertiary",-94,"yes"
FALSE,30,"secondary",1743,"no"
TRUE,46,"secondary",57,"no"
FALSE,49,"secondary",635,"no"
FALSE,56,"secondary",-113,"yes"
TRUE,47,"secondary",225,"no"
FALSE,30,"secondary",124,"no"
FALSE,36,"secondary",475,"no"
FALSE,40,"tertiary",-7,"yes"
FALSE,37,"secondary",375,"no"
TRUE,42,"secondary",936,"no"
FALSE,45,"secondary",1415,"no"
FALSE,34,"secondary",0,"no"
FALSE,27,"secondary",3638,"no"
FALSE,30,"secondary",-99,"no"
FALSE,32,"secondary",167,"yes"
FALSE,46,"primary",19,"no"
FALSE,29,"tertiary",242,"no"
FALSE,53,"unknown",13,"no"
FALSE,32,"secondary",286,"no"
FALSE,49,"secondary",769,"no"
FALSE,35,"tertiary",93,"no"
FALSE,38,"secondary",1663,"no"
FALSE,39,"primary",238,"yes"
FALSE,34,"secondary",2178,"no"
FALSE,42,"primary",792,"yes"
FALSE,35,"unknown",871,"no"
FALSE,60,"secondary",1025,"no"
FALSE,57,"secondary",63,"no"
FALSE,31,"secondary",16,"no"
FALSE,29,"secondary",417,"no"
FALSE,41,"secondary",3992,"no"
FALSE,46,"primary",2749,"no"
TRUE,33,"secondary",133,"no"
FALSE,32,"secondary",1721,"no"
TRUE,54,"tertiary",2171,"yes"
FALSE,37,"secondary",4760,"no"
FALSE,32,"secondary",2979,"no"
FALSE,43,"tertiary",690,"no"
FALSE,50,"secondary",203,"no"
FALSE,34,"secondary",322,"no"
FALSE,31,"secondary",1210,"no"
FALSE,43,"secondary",634,"no"
FALSE,49,"secondary",273,"no"
FALSE,22,"unknown",47,"no"
FALSE,35,"tertiary",1100,"yes"
FALSE,56,"secondary",0,"no"
FALSE,53,"secondary",0,"no"
FALSE,54,"tertiary",1544,"yes"
FALSE,32,"unknown",6145,"no"
FALSE,41,"secondary",28,"no"
FALSE,40,"secondary",1012,"no"
FALSE,33,"primary",245,"yes"
FALSE,33,"tertiary",1998,"no"
FALSE,34,"secondary",3990,"no"
FALSE,36,"secondary",1328,"no"
FALSE,34,"tertiary",412,"yes"
FALSE,55,"primary",229,"yes"
TRUE,28,"tertiary",1562,"no"
FALSE,29,"secondary",3432,"no"
FALSE,31,"secondary",144,"no"
FALSE,52,"tertiary",1339,"no"
FALSE,54,"unknown",386,"yes"
FALSE,43,"primary",7727,"no"
FALSE,55,"secondary",204,"no"
FALSE,28,"unknown",101,"no"
FALSE,45,"secondary",728,"yes"
FALSE,45,"primary",2418,"no"
FALSE,51,"tertiary",2934,"no"
FALSE,42,"secondary",0,"no"
FALSE,43,"unknown",181,"no"
FALSE,34,"tertiary",176,"no"
FALSE,36,"primary",49,"no"
FALSE,37,"secondary",2023,"no"
FALSE,50,"secondary",372,"no"
TRUE,42,"unknown",7702,"no"
FALSE,34,"primary",464,"no"
FALSE,48,"secondary",117,"no"
FALSE,47,"secondary",104,"yes"
FALSE,40,"tertiary",1041,"no"
FALSE,37,"tertiary",539,"no"
FALSE,38,"primary",0,"no"
FALSE,29,"tertiary",406,"no"
FALSE,46,"primary",2558,"no"
FALSE,26,"secondary",484,"no"
FALSE,30,"tertiary",3516,"no"
FALSE,42,"secondary",5639,"no"
FALSE,42,"tertiary",100,"no"
FALSE,31,"secondary",1306,"no"
FALSE,37,"tertiary",815,"no"
FALSE,26,"secondary",245,"no"
FALSE,54,"unknown",191,"no"
FALSE,70,"secondary",2815,"no"
FALSE,29,"secondary",3672,"yes"
FALSE,50,"secondary",1572,"no"
FALSE,60,"secondary",385,"no"
FALSE,32,"secondary",29,"no"
FALSE,32,"secondary",84,"yes"
FALSE,34,"tertiary",876,"no"
FALSE,48,"primary",1499,"no"
FALSE,25,"tertiary",0,"no"
FALSE,32,"secondary",6217,"yes"
FALSE,32,"primary",329,"no"
FALSE,47,"secondary",162,"no"
FALSE,32,"unknown",14533,"no"
TRUE,49,"tertiary",151,"no"
FALSE,53,"secondary",-2,"yes"
FALSE,41,"unknown",4684,"no"
FALSE,47,"tertiary",1149,"yes"
FALSE,35,"primary",11,"no"
FALSE,33,"secondary",8004,"no"
FALSE,49,"primary",1019,"no"
TRUE,46,"tertiary",1297,"no"
FALSE,29,"tertiary",415,"yes"
FALSE,58,"primary",671,"no"
FALSE,40,"secondary",2378,"no"
FALSE,34,"tertiary",417,"no"
FALSE,60,"primary",71,"no"
FALSE,43,"tertiary",1188,"no"
FALSE,50,"primary",8139,"no"
FALSE,33,"secondary",249,"no"
FALSE,37,"primary",689,"no"
FALSE,55,"secondary",203,"no"
FALSE,45,"primary",-183,"yes"
FALSE,47,"primary",3451,"yes"
FALSE,58,"secondary",116,"no"
FALSE,36,"secondary",1746,"no"
FALSE,55,"secondary",0,"no"
FALSE,31,"secondary",897,"no"
FALSE,38,"secondary",821,"yes"
FALSE,42,"secondary",130,"no"
FALSE,32,"tertiary",1,"no"
FALSE,39,"secondary",8,"no"
FALSE,41,"secondary",55,"no"
FALSE,59,"primary",699,"no"
FALSE,42,"secondary",759,"no"
FALSE,33,"secondary",687,"no"
FALSE,53,"secondary",4968,"no"
FALSE,43,"primary",1211,"no"
TRUE,39,"tertiary",426,"no"
FALSE,27,"secondary",376,"yes"
FALSE,39,"tertiary",12,"no"
FALSE,27,"secondary",23,"no"
FALSE,33,"secondary",353,"no"
FALSE,29,"secondary",330,"no"
FALSE,33,"tertiary",0,"no"
FALSE,41,"secondary",353,"no"
FALSE,38,"tertiary",2273,"no"
FALSE,30,"tertiary",0,"no"
FALSE,58,"tertiary",744,"no"
FALSE,37,"secondary",608,"no"
FALSE,36,"secondary",356,"no"
FALSE,45,"primary",1291,"no"
FALSE,23,"secondary",-306,"no"
TRUE,53,"primary",306,"no"
FALSE,44,"primary",-312,"no"
FALSE,32,"secondary",493,"no"
FALSE,32,"tertiary",71,"no"
FALSE,38,"tertiary",669,"yes"
FALSE,47,"primary",556,"no"
FALSE,34,"secondary",84,"no"
FALSE,52,"secondary",108,"no"
FALSE,45,"secondary",-11,"no"
FALSE,50,"primary",1164,"no"
TRUE,52,"primary",-191,"no"
FALSE,37,"secondary",132,"no"
FALSE,51,"secondary",2237,"no"
FALSE,32,"tertiary",4761,"no"
FALSE,33,"secondary",-346,"yes"
FALSE,28,"secondary",655,"no"
FALSE,66,"tertiary",1048,"no"
FALSE,31,"secondary",0,"no"
FALSE,35,"primary",624,"no"
TRUE,47,"unknown",1784,"no"
FALSE,36,"secondary",1281,"no"
FALSE,32,"tertiary",569,"yes"
FALSE,34,"primary",1666,"no"
FALSE,40,"secondary",168,"no"
FALSE,33,"tertiary",263,"no"
FALSE,39,"secondary",-405,"no"
FALSE,38,"secondary",279,"no"
TRUE,32,"secondary",0,"no"
FALSE,65,"unknown",300,"no"
FALSE,34,"tertiary",415,"no"
FALSE,34,"primary",0,"yes"
FALSE,42,"primary",1322,"yes"
FALSE,31,"secondary",1062,"yes"
FALSE,47,"secondary",302,"no"
FALSE,44,"secondary",809,"no"
FALSE,38,"secondary",-278,"no"
FALSE,28,"tertiary",3238,"no"
FALSE,46,"secondary",751,"no"
FALSE,51,"primary",-28,"yes"
FALSE,42,"tertiary",0,"no"
TRUE,37,"secondary",2442,"no"
FALSE,58,"tertiary",1798,"no"
TRUE,43,"secondary",132,"no"
FALSE,36,"tertiary",260,"no"
FALSE,34,"secondary",7,"yes"
TRUE,31,"tertiary",3283,"no"
FALSE,49,"unknown",323,"no"
FALSE,54,"tertiary",2960,"no"
FALSE,29,"secondary",486,"no"
FALSE,51,"secondary",343,"no"
FALSE,40,"secondary",507,"no"
TRUE,35,"tertiary",5958,"no"
TRUE,25,"secondary",304,"no"
TRUE,32,"secondary",118,"no"
FALSE,30,"secondary",123,"yes"
FALSE,38,"tertiary",76,"no"
TRUE,46,"secondary",70,"no"
FALSE,43,"primary",960,"yes"
FALSE,32,"tertiary",2185,"no"
FALSE,29,"secondary",309,"no"
FALSE,56,"secondary",2190,"yes"
FALSE,57,"primary",0,"no"
FALSE,38,"secondary",3732,"no"
FALSE,51,"primary",1550,"no"
FALSE,35,"tertiary",62,"yes"
FALSE,37,"primary",704,"no"
TRUE,48,"secondary",4415,"no"
FALSE,30,"secondary",4,"no"
FALSE,60,"secondary",262,"no"
FALSE,56,"secondary",238,"no"
FALSE,45,"primary",97,"no"
FALSE,38,"secondary",410,"no"
FALSE,20,"secondary",1191,"no"
FALSE,59,"primary",-47,"no"
TRUE,34,"tertiary",197,"no"
FALSE,36,"unknown",6,"no"
TRUE,53,"secondary",2398,"no"
FALSE,51,"tertiary",630,"no"
FALSE,58,"secondary",235,"no"
FALSE,48,"primary",1910,"no"
FALSE,56,"tertiary",3172,"no"
FALSE,51,"primary",872,"no"
FALSE,35,"secondary",407,"no"
TRUE,40,"secondary",100,"no"
FALSE,59,"secondary",345,"no"
FALSE,44,"tertiary",2058,"yes"
TRUE,49,"primary",889,"no"
FALSE,35,"tertiary",0,"no"
FALSE,41,"tertiary",51,"no"
FALSE,55,"primary",150,"no"
FALSE,51,"secondary",34,"yes"
FALSE,27,"secondary",795,"no"
FALSE,57,"primary",282,"yes"
FALSE,51,"tertiary",2139,"no"
FALSE,38,"tertiary",-469,"no"
TRUE,49,"secondary",197,"no"
FALSE,40,"tertiary",825,"no"
FALSE,47,"tertiary",3232,"no"
FALSE,48,"secondary",1598,"no"
FALSE,47,"tertiary",871,"no"
FALSE,56,"secondary",83,"no"
TRUE,29,"tertiary",1445,"no"
TRUE,38,"secondary",226,"no"
FALSE,32,"tertiary",-55,"no"
FALSE,42,"secondary",243,"no"
FALSE,30,"primary",-336,"no"
FALSE,26,"tertiary",3672,"no"
TRUE,35,"secondary",0,"no"
FALSE,35,"secondary",251,"yes"
FALSE,35,"tertiary",44,"no"
TRUE,57,"secondary",2887,"no"
FALSE,29,"secondary",1992,"no"
FALSE,32,"secondary",2,"no"
FALSE,45,"secondary",1415,"no"
TRUE,51,"tertiary",297,"no"
FALSE,31,"secondary",1094,"no"
FALSE,50,"unknown",-84,"no"
FALSE,38,"secondary",-1,"no"
FALSE,37,"tertiary",347,"no"
FALSE,35,"tertiary",1253,"no"
FALSE,37,"unknown",4565,"no"
FALSE,28,"tertiary",781,"no"
FALSE,38,"tertiary",7124,"no"
FALSE,43,"secondary",17555,"no"
FALSE,43,"unknown",5172,"no"
FALSE,56,"tertiary",15520,"no"
FALSE,32,"tertiary",13711,"no"
FALSE,58,"tertiary",1533,"no"
FALSE,47,"tertiary",286,"no"
FALSE,31,"secondary",-219,"no"
FALSE,38,"tertiary",0,"no"
FALSE,50,"secondary",810,"no"
FALSE,32,"secondary",300,"no"
FALSE,37,"secondary",1175,"no"
FALSE,39,"tertiary",0,"no"
FALSE,40,"secondary",113,"no"
FALSE,41,"secondary",641,"no"
FALSE,45,"secondary",1477,"no"
FALSE,31,"secondary",0,"no"
FALSE,54,"primary",8,"no"
FALSE,39,"secondary",399,"yes"
FALSE,56,"secondary",-435,"yes"
FALSE,35,"secondary",2830,"no"
FALSE,34,"secondary",15,"no"
FALSE,31,"secondary",125,"no"
FALSE,38,"tertiary",45,"no"
FALSE,41,"tertiary",13,"no"
FALSE,44,"tertiary",0,"no"
FALSE,49,"secondary",579,"no"
FALSE,30,"secondary",432,"no"
FALSE,31,"secondary",1987,"no"
FALSE,34,"secondary",857,"no"
FALSE,70,"tertiary",15834,"no"
FALSE,45,"tertiary",3370,"no"
FALSE,31,"tertiary",6290,"no"
FALSE,57,"secondary",808,"no"
FALSE,40,"unknown",4075,"no"
FALSE,28,"secondary",373,"no"
FALSE,44,"secondary",-101,"no"
FALSE,49,"secondary",3250,"no"
FALSE,46,"tertiary",1375,"no"
FALSE,34,"tertiary",180,"no"
FALSE,58,"secondary",175,"no"
FALSE,52,"secondary",381,"yes"
FALSE,27,"secondary",2171,"no"
FALSE,48,"secondary",340,"no"
FALSE,33,"secondary",10,"yes"
FALSE,46,"secondary",4958,"no"
FALSE,51,"unknown",21244,"yes"
TRUE,31,"tertiary",156,"no"
FALSE,35,"secondary",473,"yes"
FALSE,37,"secondary",781,"no"
FALSE,60,"primary",0,"no"
FALSE,40,"secondary",1819,"no"
FALSE,50,"tertiary",4374,"no"
FALSE,34,"secondary",456,"yes"
FALSE,32,"secondary",253,"no"
FALSE,36,"secondary",774,"no"
FALSE,32,"tertiary",-59,"yes"
FALSE,40,"secondary",-81,"yes"
FALSE,37,"primary",0,"no"
FALSE,57,"tertiary",0,"no"
FALSE,46,"tertiary",-3,"no"
FALSE,31,"primary",2488,"no"
TRUE,39,"tertiary",3,"no"
FALSE,35,"secondary",839,"no"
FALSE,32,"primary",103,"no"
FALSE,44,"secondary",316,"no"
FALSE,41,"secondary",1680,"no"
FALSE,59,"primary",7179,"no"
FALSE,39,"secondary",247,"no"
TRUE,54,"tertiary",8295,"no"
FALSE,27,"secondary",261,"yes"
TRUE,51,"secondary",95,"no"
FALSE,33,"secondary",291,"no"
FALSE,38,"primary",2240,"no"
FALSE,52,"tertiary",0,"no"
FALSE,54,"tertiary",1295,"no"
FALSE,33,"primary",324,"no"
FALSE,50,"secondary",669,"no"
FALSE,39,"secondary",4143,"yes"
TRUE,34,"tertiary",2646,"no"
FALSE,41,"secondary",618,"no"
FALSE,48,"tertiary",541,"no"
FALSE,38,"secondary",434,"no"
FALSE,34,"secondary",622,"no"
FALSE,32,"secondary",0,"no"
FALSE,48,"secondary",99,"no"
FALSE,28,"secondary",290,"no"
TRUE,47,"secondary",1230,"no"
FALSE,32,"secondary",45,"yes"
FALSE,32,"secondary",923,"no"
FALSE,38,"tertiary",950,"no"
FALSE,86,"secondary",1503,"no"
FALSE,47,"secondary",65,"no"
FALSE,42,"primary",-679,"yes"
FALSE,44,"tertiary",773,"yes"
FALSE,25,"unknown",10788,"no"
FALSE,34,"secondary",991,"no"
TRUE,34,"secondary",247,"no"
FALSE,53,"primary",4143,"no"
FALSE,42,"unknown",-406,"no"
FALSE,30,"secondary",180,"no"
TRUE,26,"primary",-887,"no"
FALSE,40,"secondary",4157,"no"
FALSE,34,"secondary",1386,"yes"
FALSE,34,"secondary",2211,"no"
FALSE,40,"tertiary",-495,"yes"
FALSE,36,"tertiary",27359,"no"
FALSE,34,"secondary",440,"no"
FALSE,32,"secondary",135,"no"
FALSE,39,"secondary",-735,"no"
FALSE,36,"tertiary",60,"no"
TRUE,39,"secondary",902,"no"
FALSE,33,"unknown",18347,"no"
FALSE,34,"secondary",-72,"no"
TRUE,42,"tertiary",1205,"no"
FALSE,46,"secondary",499,"no"
FALSE,32,"tertiary",656,"yes"
FALSE,27,"secondary",100,"no"
FALSE,35,"secondary",69,"no"
FALSE,53,"unknown",619,"no"
FALSE,29,"secondary",192,"no"
FALSE,35,"tertiary",0,"no"
FALSE,49,"tertiary",87,"no"
FALSE,58,"tertiary",3228,"no"
TRUE,40,"tertiary",1361,"no"
FALSE,19,"unknown",0,"no"
FALSE,30,"tertiary",34,"no"
FALSE,34,"secondary",318,"yes"
FALSE,60,"secondary",197,"no"
TRUE,28,"tertiary",0,"no"
TRUE,46,"tertiary",273,"no"
FALSE,49,"primary",15,"no"
FALSE,59,"tertiary",7813,"no"
FALSE,44,"secondary",-27,"yes"
FALSE,33,"tertiary",75,"no"
FALSE,54,"secondary",1139,"no"
FALSE,26,"secondary",115,"no"
FALSE,54,"secondary",0,"no"
TRUE,48,"primary",7195,"no"
TRUE,30,"tertiary",-477,"yes"
TRUE,29,"tertiary",1026,"no"
FALSE,51,"tertiary",3921,"no"
TRUE,53,"primary",980,"no"
FALSE,43,"secondary",-179,"no"
FALSE,34,"tertiary",2552,"yes"
FALSE,40,"tertiary",1729,"no"
FALSE,43,"secondary",434,"no"
FALSE,33,"secondary",-300,"yes"
FALSE,66,"secondary",4785,"no"
FALSE,44,"secondary",-329,"no"
FALSE,33,"secondary",0,"no"
FALSE,31,"secondary",391,"no"
TRUE,71,"primary",4657,"no"
TRUE,22,"primary",3472,"no"
FALSE,46,"tertiary",705,"no"
FALSE,32,"secondary",255,"yes"
FALSE,45,"secondary",4365,"yes"
FALSE,32,"secondary",350,"no"
FALSE,49,"primary",474,"yes"
TRUE,27,"secondary",489,"no"
FALSE,46,"secondary",757,"no"
FALSE,37,"tertiary",695,"no"
FALSE,30,"secondary",-770,"no"
FALSE,44,"secondary",80,"yes"
FALSE,45,"secondary",315,"no"
TRUE,27,"secondary",213,"no"
FALSE,57,"primary",0,"no"
FALSE,66,"tertiary",2169,"no"
FALSE,40,"secondary",212,"no"
FALSE,48,"secondary",333,"no"
FALSE,33,"secondary",4404,"no"
TRUE,42,"secondary",257,"no"
FALSE,47,"secondary",3188,"no"
FALSE,27,"tertiary",3083,"no"
FALSE,78,"tertiary",226,"no"
FALSE,50,"primary",1260,"no"
FALSE,46,"tertiary",1410,"no"
TRUE,41,"secondary",6046,"yes"
FALSE,36,"tertiary",980,"no"
FALSE,49,"primary",-37,"no"
FALSE,46,"tertiary",-154,"yes"
FALSE,77,"primary",680,"no"
FALSE,30,"tertiary",799,"yes"
FALSE,43,"secondary",-1164,"yes"
FALSE,44,"secondary",2523,"no"
FALSE,40,"primary",98,"no"
FALSE,38,"primary",3419,"no"
TRUE,25,"tertiary",343,"no"
FALSE,49,"tertiary",852,"no"
FALSE,33,"primary",50,"no"
FALSE,40,"tertiary",0,"no"
FALSE,44,"primary",10,"no"
FALSE,32,"secondary",950,"yes"
FALSE,52,"tertiary",0,"no"
FALSE,35,"tertiary",175,"no"
FALSE,35,"secondary",-259,"no"
FALSE,32,"secondary",6217,"yes"
FALSE,42,"secondary",-1310,"yes"
FALSE,59,"unknown",139,"no"
TRUE,44,"secondary",7138,"no"
FALSE,50,"secondary",1111,"no"
FALSE,27,"secondary",113,"no"
FALSE,55,"tertiary",-612,"no"
FALSE,54,"unknown",310,"no"
FALSE,31,"secondary",-186,"no"
FALSE,56,"unknown",2038,"no"
FALSE,51,"tertiary",833,"no"
FALSE,61,"primary",625,"no"
FALSE,34,"secondary",105,"no"
FALSE,56,"primary",551,"no"
FALSE,29,"unknown",145,"no"
FALSE,34,"tertiary",618,"no"
FALSE,35,"secondary",1063,"yes"
FALSE,56,"secondary",985,"yes"
FALSE,45,"secondary",2926,"yes"
FALSE,31,"secondary",-449,"no"
TRUE,37,"tertiary",66,"no"
FALSE,43,"secondary",0,"no"
FALSE,40,"unknown",419,"no"
TRUE,44,"primary",4758,"no"
FALSE,38,"secondary",-23,"no"
FALSE,58,"tertiary",1573,"yes"
FALSE,24,"secondary",77,"no"
FALSE,53,"secondary",1378,"no"
FALSE,36,"secondary",-73,"yes"
FALSE,28,"primary",60,"no"
FALSE,45,"primary",137,"yes"
FALSE,32,"tertiary",1583,"no"
FALSE,46,"secondary",-121,"yes"
FALSE,28,"secondary",1065,"yes"
FALSE,51,"secondary",-13,"no"
FALSE,51,"primary",1869,"no"
FALSE,30,"secondary",4787,"no"
FALSE,39,"secondary",-183,"no"
FALSE,28,"primary",702,"no"
FALSE,31,"tertiary",1494,"no"
FALSE,31,"primary",0,"yes"
FALSE,38,"tertiary",46,"no"
FALSE,31,"secondary",609,"no"
TRUE,74,"secondary",4079,"no"
TRUE,40,"tertiary",0,"no"
FALSE,43,"secondary",7876,"no"
TRUE,34,"tertiary",925,"no"
FALSE,54,"tertiary",7010,"no"
FALSE,51,"primary",42,"no"
FALSE,33,"secondary",285,"yes"
FALSE,41,"tertiary",0,"no"
FALSE,33,"tertiary",3170,"no"
FALSE,48,"secondary",8,"yes"
FALSE,42,"tertiary",216,"no"
FALSE,35,"tertiary",2975,"no"
FALSE,25,"secondary",894,"no"
FALSE,38,"primary",490,"yes"
FALSE,45,"secondary",245,"no"
FALSE,59,"tertiary",0,"no"
FALSE,47,"unknown",150,"no"
FALSE,33,"tertiary",4,"no"
TRUE,59,"primary",1727,"no"
TRUE,41,"primary",664,"yes"
FALSE,42,"secondary",473,"no"
FALSE,51,"tertiary",0,"no"
FALSE,45,"tertiary",-192,"no"
TRUE,30,"tertiary",1942,"yes"
FALSE,33,"secondary",5137,"no"
FALSE,43,"tertiary",13044,"no"
FALSE,37,"secondary",1053,"no"
FALSE,73,"primary",154,"no"
FALSE,43,"secondary",625,"no"
FALSE,52,"primary",255,"yes"
FALSE,44,"tertiary",529,"no"
FALSE,56,"tertiary",318,"yes"
FALSE,21,"secondary",1903,"no"
FALSE,43,"tertiary",1937,"no"
FALSE,54,"primary",3859,"yes"
TRUE,59,"primary",4198,"no"
FALSE,52,"primary",230,"no"
TRUE,31,"secondary",747,"no"
FALSE,53,"secondary",263,"yes"
FALSE,24,"secondary",-46,"no"
FALSE,57,"secondary",0,"yes"
TRUE,48,"secondary",568,"no"
FALSE,57,"secondary",1469,"no"
FALSE,51,"secondary",18,"yes"
FALSE,50,"tertiary",201,"no"
FALSE,34,"secondary",1412,"yes"
FALSE,43,"primary",-93,"no"
FALSE,31,"secondary",-331,"no"
FALSE,29,"unknown",486,"no"
FALSE,39,"primary",694,"no"
FALSE,36,"tertiary",2806,"no"
FALSE,38,"tertiary",0,"no"
FALSE,56,"tertiary",2959,"no"
FALSE,41,"primary",22,"no"
TRUE,47,"secondary",1167,"no"
FALSE,38,"tertiary",35,"no"
FALSE,80,"secondary",8304,"no"
FALSE,37,"secondary",4760,"no"
FALSE,44,"tertiary",-1313,"yes"
TRUE,33,"secondary",697,"no"
FALSE,53,"secondary",230,"yes"
FALSE,69,"tertiary",473,"no"
FALSE,46,"secondary",1427,"no"
TRUE,30,"tertiary",201,"no"
FALSE,31,"secondary",1086,"no"
FALSE,38,"tertiary",4335,"no"
FALSE,34,"secondary",44,"no"
FALSE,48,"unknown",286,"no"
FALSE,46,"primary",216,"no"
FALSE,42,"secondary",214,"no"
FALSE,41,"secondary",343,"no"
FALSE,33,"secondary",-77,"no"
FALSE,39,"primary",1046,"no"
FALSE,27,"secondary",1566,"no"
FALSE,26,"tertiary",592,"no"
TRUE,38,"tertiary",104,"no"
FALSE,48,"secondary",0,"no"
FALSE,54,"secondary",-22,"yes"
FALSE,51,"secondary",0,"no"
FALSE,47,"secondary",72,"no"
FALSE,53,"secondary",100,"no"
FALSE,35,"primary",319,"no"
FALSE,58,"tertiary",9339,"no"
FALSE,52,"tertiary",50,"no"
FALSE,57,"secondary",32,"no"
FALSE,52,"tertiary",6922,"no"
FALSE,35,"tertiary",633,"no"
FALSE,48,"secondary",4265,"no"
FALSE,46,"tertiary",2262,"no"
FALSE,39,"secondary",1970,"no"
FALSE,38,"tertiary",1513,"no"
FALSE,34,"secondary",4659,"no"
FALSE,47,"primary",668,"no"
FALSE,35,"tertiary",649,"no"
FALSE,46,"primary",452,"no"
FALSE,27,"secondary",-145,"no"
FALSE,31,"secondary",-498,"no"
FALSE,31,"tertiary",0,"no"
FALSE,46,"secondary",22,"no"
FALSE,31,"secondary",2304,"no"
TRUE,33,"tertiary",1412,"no"
FALSE,42,"primary",145,"no"
FALSE,33,"primary",4897,"no"
FALSE,40,"primary",1832,"no"
FALSE,51,"primary",3726,"yes"
FALSE,31,"tertiary",591,"no"
TRUE,62,"tertiary",0,"no"
FALSE,24,"secondary",508,"no"
TRUE,48,"secondary",817,"no"
FALSE,41,"secondary",348,"no"
FALSE,43,"tertiary",291,"no"
FALSE,52,"secondary",3554,"yes"
FALSE,54,"primary",781,"no"
FALSE,32,"tertiary",267,"no"
FALSE,38,"primary",1327,"no"
TRUE,41,"primary",-306,"no"
FALSE,31,"primary",864,"no"
TRUE,35,"tertiary",1265,"no"
FALSE,26,"secondary",0,"no"
FALSE,52,"tertiary",214,"no"
FALSE,58,"secondary",425,"yes"
FALSE,57,"tertiary",3,"no"
FALSE,34,"tertiary",0,"no"
FALSE,59,"primary",0,"no"
FALSE,27,"secondary",282,"yes"
FALSE,42,"tertiary",0,"no"
TRUE,47,"tertiary",3727,"no"
FALSE,33,"secondary",0,"yes"
FALSE,31,"secondary",864,"no"
TRUE,37,"tertiary",4089,"no"
FALSE,29,"secondary",-478,"yes"
FALSE,38,"primary",-363,"no"
FALSE,35,"secondary",8883,"no"
FALSE,31,"secondary",1970,"no"
TRUE,62,"tertiary",1859,"no"
FALSE,32,"tertiary",1059,"no"
FALSE,31,"secondary",388,"no"
FALSE,51,"primary",602,"no"
FALSE,29,"secondary",0,"no"
FALSE,43,"primary",255,"no"
FALSE,36,"secondary",63,"no"
FALSE,34,"primary",712,"no"
FALSE,29,"secondary",57,"no"
FALSE,57,"secondary",523,"yes"
FALSE,43,"tertiary",422,"no"
TRUE,33,"secondary",386,"no"
FALSE,60,"tertiary",3387,"no"
FALSE,51,"primary",260,"no"
FALSE,40,"secondary",-1,"no"
FALSE,51,"secondary",1490,"no"
FALSE,38,"secondary",497,"yes"
FALSE,35,"secondary",1707,"no"
FALSE,47,"secondary",826,"no"
FALSE,45,"primary",907,"no"
TRUE,40,"secondary",1836,"no"
FALSE,29,"secondary",404,"no"
FALSE,52,"tertiary",907,"no"
FALSE,26,"secondary",18,"yes"
FALSE,31,"primary",-495,"no"
FALSE,55,"unknown",1210,"no"
FALSE,35,"secondary",819,"no"
FALSE,56,"tertiary",442,"no"
TRUE,28,"secondary",-46,"no"
FALSE,27,"secondary",671,"no"
FALSE,30,"secondary",371,"no"
FALSE,51,"tertiary",-3,"no"
FALSE,33,"secondary",11,"no"
FALSE,32,"secondary",33,"no"
TRUE,43,"secondary",104,"no"
FALSE,46,"primary",174,"yes"
FALSE,32,"tertiary",3107,"yes"
FALSE,40,"secondary",1438,"no"
FALSE,39,"secondary",1367,"no"
FALSE,51,"primary",-11,"no"
FALSE,46,"secondary",1693,"no"
FALSE,43,"primary",778,"yes"
FALSE,36,"tertiary",837,"no"
FALSE,48,"tertiary",363,"no"
FALSE,26,"secondary",236,"yes"
FALSE,39,"unknown",0,"no"
FALSE,47,"tertiary",-50,"yes"
TRUE,23,"primary",4,"no"
FALSE,54,"tertiary",26306,"no"
FALSE,38,"secondary",46,"yes"
FALSE,33,"secondary",575,"yes"
FALSE,35,"secondary",148,"yes"
FALSE,52,"secondary",431,"no"
FALSE,25,"tertiary",777,"no"
TRUE,29,"tertiary",199,"yes"
FALSE,35,"tertiary",3552,"no"
FALSE,49,"secondary",47,"no"
FALSE,41,"secondary",3823,"no"
FALSE,32,"tertiary",138,"no"
FALSE,29,"secondary",1117,"no"
FALSE,28,"secondary",1325,"no"
FALSE,59,"secondary",0,"no"
FALSE,34,"tertiary",4343,"no"
FALSE,55,"tertiary",1598,"no"
TRUE,34,"tertiary",3301,"no"
TRUE,24,"secondary",822,"no"
FALSE,42,"secondary",-280,"no"
FALSE,34,"unknown",1534,"no"
FALSE,34,"secondary",1671,"no"
FALSE,51,"tertiary",2007,"no"
FALSE,58,"primary",0,"no"
TRUE,44,"secondary",2776,"no"
TRUE,33,"secondary",139,"yes"
FALSE,34,"tertiary",573,"no"
FALSE,34,"secondary",475,"no"
FALSE,42,"secondary",47,"yes"
FALSE,46,"tertiary",2154,"no"
FALSE,31,"tertiary",96,"no"
FALSE,39,"tertiary",83,"no"
FALSE,34,"tertiary",6766,"no"
FALSE,47,"secondary",3973,"no"
FALSE,42,"secondary",372,"yes"
FALSE,48,"secondary",-552,"yes"
FALSE,30,"tertiary",48,"no"
FALSE,38,"secondary",7696,"no"
TRUE,24,"secondary",4500,"no"
FALSE,34,"secondary",1,"no"
FALSE,46,"tertiary",46,"yes"
FALSE,32,"secondary",-18,"no"
