"subscribed","age","job","marital","education","default","balance","loan","contact","campaign"
FALSE,47,"management","married","tertiary","no",-50,"yes","cellular",1
TRUE,23,"entrepreneur","single","primary","no",4,"no","unknown",2
FALSE,54,"management","divorced","tertiary","no",26306,"no","cellular",1
FALSE,38,"admin.","married","secondary","no",46,"yes","unknown",1
FALSE,33,"technician","married","secondary","no",575,"yes","cellular",2
FALSE,35,"admin.","divorced","secondary","no",148,"yes","cellular",1
FALSE,52,"services","married","secondary","no",431,"no","cellular",17
FALSE,25,"technician","single","tertiary","no",777,"no","unknown",1
TRUE,29,"management","married","tertiary","no",199,"yes","unknown",4
FALSE,35,"technician","single","tertiary","no",3552,"no","cellular",1
FALSE,49,"services","married","secondary","no",47,"no","unknown",2
FALSE,41,"admin.","divorced","secondary","no",3823,"no","cellular",10
FALSE,32,"management","married","tertiary","no",138,"no","cellular",4
FALSE,29,"admin.","single","secondary","no",1117,"no","unknown",2
FALSE,28,"blue-collar","married","secondary","no",1325,"no","cellular",1
FALSE,59,"retired","married","secondary","no",0,"no","cellular",4
FALSE,34,"entrepreneur","married","tertiary","no",4343,"no","unknown",4
FALSE,55,"management","divorced","tertiary","no",1598,"no","cellular",4
TRUE,34,"management","married","tertiary","no",3301,"no","cellular",2
TRUE,24,"student","single","secondary","no",822,"no","cellular",1
FALSE,42,"technician","divorced","secondary","no",-280,"no","unknown",1
FALSE,34,"management","single","unknown","no",1534,"no","cellular",1
FALSE,34,"admin.","married","secondary","no",1671,"no","unknown",1
FALSE,51,"self-employed","married","tertiary","no",2007,"no","unknown",1
FALSE,58,"blue-collar","married","primary","no",0,"no","cellular",25
TRUE,44,"technician","married","secondary","no",2776,"no","cellular",1
TRUE,33,"blue-collar","married","secondary","no",139,"yes","cellular",2
FALSE,34,"management","married","tertiary","no",573,"no","cellular",1
FALSE,34,"admin.","married","secondary","no",475,"no","unknown",1
FALSE,42,"blue-collar","divorced","secondary","no",47,"yes","unknown",1
FALSE,46,"management","single","tertiary","no",2154,"no","cellular",4
FALSE,31,"self-employed","single","tertiary","no",96,"no","cellular",1
FALSE,39,"entrepreneur","married","tertiary","no",83,"no","cellular",2
FALSE,34,"management","single","tertiary","no",6766,"no","cellular",5
FALSE,47,"technician","married","secondary","no",3973,"no","cellular",2
FALSE,42,"services","divorced","secondary","no",372,"yes","unknown",2
FALSE,48,"blue-collar","single","secondary","no",-552,"yes","cellular",2
FALSE,30,"self-employed","single","tertiary","no",48,"no","cellular",1
FALSE,38,"technician","married","secondary","no",7696,"no","cellular",2
TRUE,24,"services","married","secondary","no",4500,"no","cellular",2
FALSE,34,"technician","married","secondary","no",1,"no","cellular",1
FALSE,46,"management","single","tertiary","no",46,"yes","cellular",1
FALSE,32,"admin.","divorced","secondary","yes",-18,"no","unknown",3
FALSE,46,"services","married","secondary","no",451,"yes","cellular",4
FALSE,26,"self-employed","married","tertiary","no",479,"no","cellular",3
FALSE,42,"blue-collar","married","secondary","no",0,"no","cellular",6
FALSE,50,"technician","married","secondary","no",1130,"no","cellular",2
FALSE,41,"blue-collar","married","primary","no",389,"no","unknown",6
FALSE,34,"admin.","single","secondary","no",10,"yes","cellular",1
FALSE,32,"services","married","secondary","no",401,"no","unknown",2
FALSE,58,"housemaid","single","tertiary","no",145,"yes","cellular",2
FALSE,45,"technician","married","secondary","no",115,"no","cellular",1
FALSE,28,"admin.","single","secondary","no",89,"yes","cellular",2
FALSE,35,"technician","married","secondary","no",94,"yes","unknown",5
FALSE,39,"services","married","secondary","no",1438,"no","unknown",2
FALSE,49,"unemployed","divorced","tertiary","no",780,"no","cellular",1
FALSE,50,"management","married","tertiary","no",207,"no","cellular",1
TRUE,37,"management","married","tertiary","no",238,"no","cellular",1
FALSE,45,"blue-collar","married","primary","no",2433,"no","cellular",2
FALSE,30,"housemaid","single","secondary","no",1924,"no","cellular",1
FALSE,48,"unemployed","married","tertiary","no",-471,"no","unknown",7
FALSE,36,"management","single","tertiary","no",1531,"no","cellular",3
FALSE,41,"management","single","secondary","no",764,"no","cellular",2
FALSE,55,"blue-collar","married","secondary","no",383,"no","unknown",1
FALSE,70,"retired","married","primary","no",3782,"no","cellular",1
TRUE,41,"management","married","tertiary","no",326,"no","cellular",1
FALSE,47,"services","divorced","secondary","no",691,"no","cellular",6
FALSE,34,"technician","single","secondary","no",0,"no","cellular",2
FALSE,33,"management","single","tertiary","no",99,"no","cellular",1
FALSE,58,"retired","married","secondary","no",502,"no","cellular",2
FALSE,51,"management","married","tertiary","no",-15,"no","cellular",2
FALSE,45,"management","married","tertiary","no",1929,"no","unknown",15
FALSE,55,"admin.","married","secondary","no",0,"no","cellular",2
FALSE,30,"blue-collar","single","primary","no",185,"no","unknown",1
FALSE,33,"management","single","secondary","no",-424,"no","unknown",1
FALSE,27,"services","single","secondary","no",0,"no","unknown",7
FALSE,59,"retired","married","secondary","no",319,"no","unknown",3
FALSE,34,"management","single","tertiary","no",171,"no","cellular",1
FALSE,47,"technician","divorced","tertiary","no",-1148,"yes","unknown",2
FALSE,44,"blue-collar","married","primary","no",-11,"no","unknown",1
TRUE,35,"admin.","single","secondary","no",0,"no","cellular",1
FALSE,45,"management","married","tertiary","no",-206,"no","cellular",2
FALSE,42,"blue-collar","married","primary","no",704,"yes","telephone",10
FALSE,38,"technician","married","secondary","no",1931,"no","cellular",1
FALSE,34,"technician","single","secondary","no",943,"no","cellular",4
FALSE,35,"technician","married","secondary","no",327,"no","cellular",3
FALSE,29,"management","single","secondary","no",-105,"no","unknown",3
FALSE,58,"retired","married","secondary","no",983,"no","cellular",1
FALSE,44,"blue-collar","single","primary","no",787,"no","unknown",2
FALSE,45,"entrepreneur","married","tertiary","no",0,"no","cellular",3
FALSE,43,"blue-collar","married","secondary","no",3060,"no","unknown",2
FALSE,44,"services","married","secondary","no",5780,"no","cellular",2
FALSE,30,"technician","single","secondary","no",790,"no","cellular",3
FALSE,38,"unemployed","married","tertiary","no",1449,"no","unknown",6
FALSE,50,"technician","married","secondary","no",1412,"no","cellular",3
FALSE,21,"student","single","secondary","no",681,"no","unknown",1
FALSE,38,"entrepreneur","married","tertiary","no",228,"no","cellular",1
FALSE,42,"admin.","married","secondary","no",0,"no","unknown",1
FALSE,45,"technician","single","tertiary","no",2087,"no","cellular",14
FALSE,34,"entrepreneur","married","secondary","no",2,"yes","cellular",1
FALSE,48,"technician","married","secondary","no",197,"yes","cellular",2
FALSE,34,"services","married","secondary","no",0,"yes","unknown",4
TRUE,32,"blue-collar","married","secondary","no",1905,"no","cellular",2
FALSE,35,"technician","married","tertiary","no",118,"no","cellular",2
FALSE,39,"entrepreneur","married","tertiary","no",2644,"no","unknown",1
FALSE,36,"self-employed","married","tertiary","no",16430,"no","unknown",3
FALSE,35,"technician","married","secondary","no",13,"no","cellular",2
FALSE,57,"services","divorced","secondary","no",14,"yes","cellular",2
FALSE,28,"technician","single","secondary","no",769,"no","cellular",1
FALSE,43,"admin.","married","unknown","no",3485,"no","unknown",1
FALSE,57,"management","married","secondary","no",139,"no","cellular",1
FALSE,34,"services","divorced","secondary","no",202,"no","unknown",1
FALSE,36,"technician","married","tertiary","no",6,"no","cellular",1
FALSE,47,"management","divorced","tertiary","no",2515,"no","unknown",3
FALSE,36,"management","divorced","tertiary","no",5195,"no","unknown",25
FALSE,33,"management","married","tertiary","no",2098,"no","cellular",1
FALSE,57,"management","married","tertiary","no",320,"no","cellular",2
FALSE,57,"management","married","tertiary","no",3431,"no","unknown",1
FALSE,34,"admin.","married","secondary","no",50,"no","unknown",2
FALSE,51,"housemaid","divorced","tertiary","no",370,"no","cellular",3
FALSE,54,"blue-collar","divorced","primary","no",-182,"no","cellular",1
FALSE,52,"self-employed","single","tertiary","no",1623,"no","unknown",17
FALSE,43,"entrepreneur","married","tertiary","no",13342,"no","cellular",1
FALSE,58,"retired","single","primary","no",6570,"no","cellular",3
FALSE,53,"admin.","married","secondary","no",225,"no","cellular",1
FALSE,44,"management","married","secondary","no",-665,"no","cellular",3
FALSE,29,"management","single","tertiary","no",0,"no","unknown",25
TRUE,27,"services","single","secondary","no",54,"no","unknown",2
FALSE,35,"blue-collar","married","primary","no",46,"no","cellular",3
FALSE,40,"self-employed","married","secondary","no",2,"no","cellular",5
FALSE,34,"blue-collar","married","secondary","no",103,"yes","unknown",2
FALSE,38,"admin.","single","secondary","no",883,"no","cellular",1
FALSE,32,"services","married","secondary","no",55,"no","unknown",9
FALSE,41,"admin.","married","secondary","no",8238,"yes","unknown",4
FALSE,25,"blue-collar","single","secondary","no",913,"no","cellular",4
FALSE,38,"blue-collar","divorced","secondary","no",595,"no","cellular",3
FALSE,26,"technician","single","secondary","no",7,"no","cellular",2
FALSE,37,"technician","single","tertiary","no",1661,"no","cellular",5
TRUE,30,"management","married","tertiary","no",102,"no","cellular",7
FALSE,36,"services","married","secondary","no",338,"no","unknown",1
FALSE,33,"management","married","secondary","no",3132,"no","unknown",5
FALSE,33,"admin.","single","tertiary","no",490,"no","cellular",1
FALSE,35,"management","married","tertiary","no",2682,"no","cellular",1
FALSE,24,"services","married","tertiary","no",0,"no","unknown",1
FALSE,29,"unemployed","married","secondary","no",596,"no","cellular",2
FALSE,54,"blue-collar","married","secondary","no",2059,"no","cellular",4
FALSE,27,"admin.","married","secondary","no",132,"no","cellular",2
FALSE,34,"management","married","secondary","no",0,"no","cellular",1
FALSE,39,"blue-collar","married","primary","no",385,"no","unknown",4
FALSE,38,"management","married","tertiary","no",223,"no","cellular",1
FALSE,37,"management","married","tertiary","no",0,"no","unknown",13
FALSE,26,"services","single","secondary","no",512,"yes","cellular",5
FALSE,36,"entrepreneur","married","tertiary","no",1169,"no","unknown",2
FALSE,35,"management","single","tertiary","no",71,"no","unknown",12
FALSE,30,"management","single","tertiary","no",940,"no","cellular",2
FALSE,25,"technician","single","secondary","no",-80,"yes","unknown",1
FALSE,34,"technician","married","secondary","no",0,"no","cellular",4
FALSE,52,"unknown","married","unknown","no",1317,"no","unknown",1
FALSE,39,"admin.","married","secondary","no",179,"no","unknown",1
FALSE,34,"management","married","secondary","no",1007,"no","cellular",2
FALSE,34,"management","single","secondary","no",0,"no","cellular",4
FALSE,30,"services","married","secondary","no",1286,"yes","cellular",1
FALSE,33,"services","married","secondary","no",804,"yes","unknown",1
FALSE,30,"student","single","secondary","no",4,"no","cellular",2
FALSE,51,"blue-collar","married","primary","no",0,"no","cellular",1
FALSE,36,"services","single","secondary","no",417,"no","cellular",10
FALSE,48,"blue-collar","married","primary","no",1678,"no","cellular",2
FALSE,37,"services","divorced","secondary","no",532,"no","unknown",1
FALSE,58,"management","married","secondary","no",407,"no","cellular",2
FALSE,56,"management","divorced","tertiary","no",659,"yes","cellular",1
FALSE,34,"blue-collar","married","secondary","no",393,"no","cellular",9
FALSE,33,"admin.","divorced","secondary","no",661,"no","cellular",1
FALSE,26,"services","single","secondary","no",0,"no","cellular",23
FALSE,40,"management","single","unknown","no",838,"no","unknown",3
FALSE,35,"services","married","secondary","no",195,"no","cellular",1
FALSE,45,"entrepreneur","married","secondary","no",68,"no","unknown",1
TRUE,37,"technician","single","secondary","no",-242,"no","cellular",6
FALSE,35,"management","divorced","tertiary","no",321,"no","unknown",1
TRUE,43,"services","single","secondary","no",3403,"no","cellular",2
FALSE,28,"blue-collar","married","secondary","no",8,"no","cellular",1
FALSE,32,"blue-collar","divorced","secondary","no",739,"no","unknown",1
TRUE,26,"unemployed","single","secondary","no",622,"no","cellular",2
TRUE,35,"services","married","secondary","no",152,"no","unknown",1
FALSE,35,"technician","single","secondary","no",2,"no","cellular",4
FALSE,39,"blue-collar","married","secondary","no",1439,"no","telephone",6
FALSE,42,"blue-collar","divorced","secondary","no",1491,"no","cellular",2
FALSE,32,"technician","single","secondary","no",6402,"no","cellular",1
FALSE,30,"unemployed","married","secondary","no",1210,"no","cellular",4
FALSE,26,"management","single","tertiary","no",122,"yes","cellular",1
FALSE,30,"student","single","secondary","no",0,"no","cellular",1
FALSE,32,"management","married","tertiary","no",62,"no","cellular",1
FALSE,47,"services","married","secondary","no",3333,"yes","cellular",2
FALSE,33,"technician","married","tertiary","no",16992,"no","unknown",1
FALSE,57,"blue-collar","married","primary","no",23,"no","telephone",8
FALSE,35,"admin.","married","secondary","no",0,"no","cellular",2
FALSE,53,"technician","married","tertiary","no",6072,"yes","unknown",4
FALSE,24,"retired","single","secondary","no",366,"yes","unknown",2
FALSE,54,"management","divorced","tertiary","no",0,"yes","cellular",1
FALSE,31,"management","married","tertiary","no",1343,"yes","unknown",1
FALSE,41,"entrepreneur","married","secondary","no",2105,"no","cellular",1
FALSE,44,"unknown","married","secondary","no",2319,"no","cellular",3
FALSE,35,"services","single","secondary","no",35,"no","cellular",1
FALSE,30,"management","married","tertiary","no",877,"no","cellular",1
FALSE,43,"blue-collar","single","primary","no",30,"no","unknown",17
FALSE,51,"entrepreneur","married","secondary","yes",-2082,"yes","cellular",6
FALSE,60,"retired","married","secondary","no",89,"no","cellular",2
FALSE,43,"self-employed","married","secondary","no",104,"no","unknown",1
FALSE,31,"management","married","tertiary","no",1750,"no","telephone",3
FALSE,56,"management","married","primary","no",772,"no","telephone",1
FALSE,42,"technician","married","secondary","no",1048,"no","telephone",2
FALSE,52,"entrepreneur","married","primary","no",592,"no","cellular",2
FALSE,40,"technician","married","secondary","no",0,"yes","cellular",2
FALSE,36,"services","married","secondary","no",3064,"no","telephone",4
FALSE,40,"services","married","primary","no",33,"no","unknown",3
FALSE,46,"blue-collar","married","secondary","no",0,"no","cellular",2
FALSE,32,"admin.","single","secondary","no",1649,"no","cellular",2
FALSE,31,"housemaid","single","tertiary","no",287,"no","cellular",1
FALSE,41,"technician","divorced","secondary","no",0,"no","cellular",2
FALSE,58,"housemaid","married","primary","no",419,"yes","unknown",3
FALSE,36,"services","married","secondary","no",257,"no","cellular",2
FALSE,52,"technician","married","secondary","no",118,"no","cellular",20
FALSE,42,"management","married","tertiary","no",251,"no","cellular",2
FALSE,32,"management","single","tertiary","no",1731,"yes","unknown",3
FALSE,62,"management","married","tertiary","no",0,"no","cellular",3
FALSE,31,"technician","single","tertiary","no",23,"no","cellular",3
TRUE,41,"blue-collar","single","secondary","yes",-386,"yes","cellular",1
FALSE,34,"self-employed","married","tertiary","no",5498,"no","cellular",1
TRUE,44,"management","single","tertiary","no",5063,"no","cellular",2
FALSE,42,"blue-collar","married","primary","no",7041,"no","cellular",4
FALSE,37,"entrepreneur","single","secondary","no",654,"no","unknown",2
FALSE,47,"management","married","tertiary","no",1890,"no","cellular",1
FALSE,32,"unemployed","married","secondary","no",2400,"yes","cellular",3
FALSE,46,"blue-collar","married","secondary","no",519,"no","cellular",6
FALSE,39,"technician","single","tertiary","no",1190,"no","cellular",1
FALSE,28,"services","single","secondary","no",229,"no","unknown",1
FALSE,26,"student","single","secondary","no",203,"no","cellular",1
FALSE,52,"technician","married","secondary","no",1818,"yes","cellular",2
TRUE,42,"unemployed","married","secondary","no",1289,"no","cellular",4
FALSE,33,"technician","divorced","tertiary","no",39,"no","cellular",5
TRUE,73,"retired","married","primary","no",796,"no","cellular",1
FALSE,35,"admin.","single","secondary","no",57,"yes","cellular",2
FALSE,40,"management","married","tertiary","no",1548,"no","cellular",3
TRUE,51,"technician","married","secondary","no",117,"no","cellular",2
FALSE,37,"admin.","single","secondary","no",0,"no","cellular",2
FALSE,39,"management","married","tertiary","no",691,"yes","cellular",1
FALSE,28,"blue-collar","married","secondary","no",64,"no","unknown",3
FALSE,49,"technician","divorced","tertiary","no",0,"no","cellular",3
FALSE,36,"admin.","married","secondary","no",957,"no","unknown",1
FALSE,45,"technician","married","secondary","no",118,"no","unknown",2
FALSE,29,"technician","single","tertiary","no",218,"no","cellular",1
TRUE,35,"management","married","secondary","no",724,"no","cellular",2
FALSE,35,"housemaid","married","tertiary","no",20,"yes","cellular",3
FALSE,30,"blue-collar","married","secondary","no",-28,"no","cellular",2
FALSE,46,"blue-collar","married","primary","no",665,"no","cellular",4
FALSE,25,"student","single","tertiary","no",5,"no","cellular",1
TRUE,36,"management","married","tertiary","no",925,"no","cellular",3
FALSE,42,"blue-collar","married","primary","no",2519,"no","unknown",4
FALSE,57,"admin.","married","secondary","no",3927,"no","cellular",1
FALSE,42,"management","divorced","tertiary","no",401,"no","cellular",9
FALSE,29,"management","married","tertiary","no",581,"yes","cellular",2
FALSE,36,"technician","married","tertiary","no",1327,"no","cellular",2
FALSE,31,"unemployed","married","secondary","no",3242,"no","unknown",2
FALSE,59,"technician","married","primary","no",3163,"no","unknown",2
FALSE,50,"unemployed","divorced","secondary","no",32,"no","cellular",2
FALSE,47,"admin.","married","secondary","no",310,"yes","telephone",6
FALSE,46,"housemaid","married","primary","no",0,"no","telephone",1
FALSE,26,"blue-collar","single","primary","no",155,"no","cellular",1
FALSE,31,"services","single","secondary","no",11386,"no","cellular",1
FALSE,30,"services","married","tertiary","no",1380,"no","unknown",2
FALSE,47,"blue-collar","single","unknown","no",2443,"no","unknown",1
TRUE,23,"technician","single","tertiary","no",1129,"no","unknown",1
FALSE,44,"unemployed","single","primary","no",4232,"no","unknown",1
FALSE,42,"self-employed","married","secondary","no",5564,"no","cellular",2
FALSE,32,"services","single","secondary","no",-402,"no","cellular",1
FALSE,28,"admin.","single","secondary","no",1323,"no","unknown",1
FALSE,57,"retired","married","primary","no",1623,"yes","cellular",1
FALSE,38,"technician","married","tertiary","no",1042,"no","cellular",2
TRUE,22,"student","single","secondary","no",2488,"no","cellular",2
FALSE,54,"admin.","married","secondary","no",865,"no","cellular",1
FALSE,32,"technician","married","tertiary","no",-1053,"no","cellular",3
FALSE,32,"management","married","tertiary","no",1667,"no","cellular",2
FALSE,59,"admin.","divorced","secondary","no",975,"no","unknown",4
FALSE,45,"technician","married","secondary","no",2571,"no","unknown",2
TRUE,53,"unknown","married","primary","no",732,"no","cellular",2
FALSE,50,"admin.","divorced","secondary","no",769,"no","cellular",2
FALSE,34,"technician","married","secondary","no",-136,"yes","cellular",2
TRUE,35,"admin.","divorced","secondary","no",3636,"yes","cellular",2
FALSE,30,"management","married","tertiary","no",931,"no","cellular",1
FALSE,62,"housemaid","married","secondary","no",565,"no","cellular",3
FALSE,40,"blue-collar","married","secondary","no",271,"no","unknown",2
FALSE,26,"self-employed","single","tertiary","no",1153,"no","cellular",3
FALSE,34,"management","married","tertiary","no",-73,"no","cellular",1
TRUE,50,"unknown","married","unknown","no",558,"no","cellular",1
FALSE,31,"unknown","divorced","tertiary","no",137,"no","cellular",9
FALSE,35,"technician","married","secondary","no",700,"no","unknown",2
FALSE,55,"retired","married","primary","no",-966,"yes","cellular",1
FALSE,34,"admin.","married","secondary","no",96,"no","cellular",2
FALSE,58,"retired","married","primary","no",4007,"no","cellular",4
FALSE,50,"management","single","tertiary","no",567,"no","unknown",8
FALSE,31,"technician","single","secondary","no",40,"no","cellular",2
FALSE,47,"admin.","divorced","secondary","no",136,"yes","cellular",1
FALSE,38,"self-employed","single","tertiary","no",917,"no","unknown",1
FALSE,46,"management","single","tertiary","no",593,"no","cellular",3
FALSE,42,"blue-collar","married","primary","no",505,"no","unknown",2
FALSE,34,"blue-collar","married","secondary","no",2542,"no","cellular",1
TRUE,37,"management","married","tertiary","no",5355,"no","telephone",4
FALSE,38,"student","single","tertiary","no",807,"no","cellular",2
FALSE,59,"retired","married","secondary","no",9976,"no","unknown",2
FALSE,32,"admin.","married","secondary","no",0,"no","cellular",3
FALSE,55,"management","married","tertiary","no",540,"no","cellular",2
FALSE,35,"blue-collar","married","secondary","no",280,"yes","cellular",50
FALSE,56,"management","divorced","tertiary","no",-59,"yes","cellular",6
FALSE,27,"admin.","married","secondary","yes",-517,"no","cellular",3
FALSE,42,"unemployed","single","secondary","no",2613,"no","cellular",6
FALSE,42,"student","married","unknown","no",-7,"no","telephone",6
FALSE,41,"blue-collar","married","primary","no",0,"no","unknown",3
FALSE,53,"retired","divorced","secondary","yes",-200,"yes","unknown",1
FALSE,67,"retired","married","primary","no",2301,"no","cellular",1
TRUE,53,"housemaid","married","primary","no",104,"yes","unknown",1
FALSE,33,"blue-collar","married","primary","no",191,"no","unknown",2
FALSE,31,"technician","single","unknown","no",694,"no","unknown",2
FALSE,31,"admin.","married","secondary","no",212,"no","cellular",3
FALSE,30,"management","married","tertiary","no",1882,"no","cellular",5
FALSE,48,"blue-collar","married","unknown","no",131,"no","unknown",1
FALSE,30,"technician","single","secondary","no",175,"no","cellular",4
FALSE,43,"technician","single","tertiary","yes",0,"no","cellular",4
FALSE,38,"management","divorced","tertiary","no",4425,"no","unknown",1
FALSE,46,"unemployed","married","secondary","no",3533,"no","cellular",2
FALSE,59,"blue-collar","divorced","secondary","no",3573,"no","cellular",1
FALSE,44,"management","divorced","tertiary","no",476,"yes","unknown",2
FALSE,35,"blue-collar","married","secondary","no",1257,"no","cellular",3
FALSE,55,"blue-collar","married","unknown","no",23,"no","cellular",1
FALSE,39,"management","single","tertiary","no",0,"no","cellular",2
FALSE,36,"services","single","secondary","no",398,"yes","unknown",2
FALSE,33,"blue-collar","married","secondary","no",745,"no","unknown",4
FALSE,48,"management","single","tertiary","no",8106,"no","unknown",1
FALSE,33,"management","single","tertiary","no",0,"no","cellular",4
FALSE,67,"retired","married","unknown","no",696,"no","telephone",2
FALSE,48,"unemployed","divorced","secondary","no",1266,"no","telephone",1
FALSE,57,"management","married","tertiary","no",2416,"no","cellular",2
FALSE,31,"housemaid","married","primary","no",25,"no","cellular",5
FALSE,30,"student","single","tertiary","no",7513,"no","cellular",2
FALSE,56,"entrepreneur","divorced","primary","no",29,"no","cellular",2
FALSE,26,"blue-collar","married","primary","no",5116,"no","cellular",3
FALSE,44,"management","married","secondary","no",-1746,"no","unknown",1
TRUE,44,"technician","divorced","secondary","no",14,"no","cellular",1
TRUE,31,"management","married","tertiary","no",4148,"no","cellular",3
FALSE,47,"self-employed","married","unknown","no",14,"no","cellular",1
FALSE,30,"admin.","single","secondary","no",105,"no","cellular",1
FALSE,37,"management","married","tertiary","no",767,"yes","cellular",1
FALSE,56,"admin.","divorced","primary","no",0,"yes","cellular",1
FALSE,43,"management","single","secondary","no",-228,"yes","unknown",2
FALSE,42,"services","married","secondary","no",508,"no","unknown",1
FALSE,60,"management","married","secondary","no",725,"no","cellular",1
FALSE,34,"blue-collar","married","unknown","no",41,"no","cellular",9
FALSE,34,"management","single","tertiary","no",184,"no","cellular",4
FALSE,41,"management","married","tertiary","no",251,"yes","unknown",3
FALSE,38,"management","divorced","secondary","no",-17,"no","cellular",4
FALSE,23,"services","married","secondary","no",-19,"no","unknown",10
TRUE,33,"management","married","tertiary","no",1064,"no","cellular",1
FALSE,36,"blue-collar","married","secondary","no",777,"no","cellular",3
FALSE,49,"unemployed","married","tertiary","no",377,"no","cellular",1
TRUE,34,"admin.","divorced","secondary","no",479,"no","cellular",1
FALSE,40,"technician","divorced","secondary","no",-375,"no","cellular",5
FALSE,72,"retired","married","primary","no",796,"no","cellular",2
FALSE,43,"technician","married","secondary","no",17,"no","unknown",4
FALSE,44,"blue-collar","married","secondary","no",1071,"no","cellular",3
FALSE,35,"admin.","married","secondary","no",0,"no","cellular",5
FALSE,46,"admin.","divorced","secondary","no",7378,"no","cellular",1
FALSE,55,"admin.","married","secondary","no",865,"no","cellular",1
FALSE,50,"technician","divorced","secondary","no",-701,"yes","cellular",1
FALSE,23,"blue-collar","single","unknown","no",817,"no","cellular",1
FALSE,34,"student","married","unknown","no",1387,"no","cellular",1
FALSE,40,"blue-collar","married","secondary","no",0,"yes","unknown",3
TRUE,61,"retired","married","secondary","no",2917,"no","cellular",1
FALSE,53,"technician","married","secondary","no",4541,"no","unknown",6
FALSE,57,"technician","married","secondary","no",0,"no","unknown",1
FALSE,28,"blue-collar","married","secondary","no",4287,"no","cellular",1
FALSE,25,"admin.","married","secondary","no",242,"no","cellular",12
FALSE,38,"blue-collar","married","secondary","no",171,"yes","unknown",1
FALSE,27,"services","single","secondary","no",259,"no","unknown",10
FALSE,45,"blue-collar","married","secondary","no",827,"no","unknown",5
FALSE,31,"services","single","secondary","no",469,"yes","cellular",1
FALSE,39,"blue-collar","married","primary","no",2226,"no","unknown",1
FALSE,42,"technician","married","secondary","no",0,"no","cellular",12
FALSE,46,"management","married","tertiary","no",477,"no","unknown",6
FALSE,36,"services","married","secondary","no",42,"no","unknown",4
FALSE,30,"management","single","tertiary","no",775,"no","unknown",2
FALSE,32,"blue-collar","married","secondary","no",9,"no","cellular",2
TRUE,52,"technician","married","tertiary","no",2557,"no","cellular",5
FALSE,31,"management","married","tertiary","no",2395,"no","cellular",1
FALSE,60,"management","married","primary","no",4895,"no","unknown",1
FALSE,35,"blue-collar","single","secondary","no",376,"yes","unknown",3
FALSE,38,"management","married","tertiary","no",389,"no","unknown",1
FALSE,46,"management","divorced","tertiary","no",134,"no","cellular",2
FALSE,45,"entrepreneur","divorced","tertiary","no",1273,"yes","unknown",3
FALSE,59,"services","married","secondary","no",0,"no","cellular",3
FALSE,34,"management","married","tertiary","no",2892,"yes","cellular",7
FALSE,33,"technician","divorced","secondary","no",0,"no","cellular",2
FALSE,46,"management","single","secondary","no",295,"no","unknown",6
FALSE,48,"admin.","married","secondary","no",292,"yes","cellular",6
FALSE,31,"services","single","secondary","no",85,"no","cellular",1
FALSE,32,"technician","married","secondary","no",4,"no","cellular",2
FALSE,35,"blue-collar","divorced","primary","no",-587,"no","unknown",1
FALSE,36,"blue-collar","single","primary","no",367,"no","cellular",1
FALSE,52,"management","married","tertiary","no",-1224,"no","cellular",4
FALSE,45,"management","divorced","tertiary","no",959,"no","unknown",1
FALSE,34,"management","married","tertiary","no",0,"no","cellular",2
FALSE,25,"blue-collar","married","primary","yes",-589,"no","unknown",1
FALSE,26,"management","single","tertiary","no",-8,"no","cellular",2
FALSE,57,"management","married","unknown","no",0,"no","cellular",1
FALSE,48,"management","married","primary","no",247,"yes","unknown",1
FALSE,48,"technician","married","unknown","no",5543,"no","unknown",5
FALSE,32,"blue-collar","married","primary","no",642,"yes","cellular",1
FALSE,58,"retired","married","secondary","no",11,"no","cellular",1
FALSE,57,"management","married","primary","no",-226,"no","unknown",1
FALSE,31,"entrepreneur","married","tertiary","no",5191,"no","cellular",2
FALSE,33,"blue-collar","single","secondary","no",-320,"no","cellular",2
FALSE,53,"entrepreneur","married","tertiary","no",2289,"yes","cellular",1
FALSE,36,"admin.","married","secondary","no",725,"no","cellular",3
FALSE,32,"technician","single","tertiary","no",705,"no","cellular",4
FALSE,45,"blue-collar","married","secondary","no",776,"no","cellular",4
FALSE,35,"unemployed","married","tertiary","no",816,"no","cellular",7
FALSE,41,"services","married","secondary","no",171,"no","cellular",9
FALSE,54,"services","married","secondary","no",812,"no","cellular",6
TRUE,49,"services","married","secondary","no",823,"no","cellular",4
FALSE,28,"technician","single","secondary","no",1453,"no","cellular",1
FALSE,24,"blue-collar","single","unknown","no",431,"no","unknown",12
FALSE,30,"admin.","single","secondary","no",1009,"no","cellular",1
FALSE,32,"self-employed","married","primary","no",286,"no","cellular",1
FALSE,53,"entrepreneur","married","tertiary","no",22370,"no","unknown",1
FALSE,42,"blue-collar","married","primary","no",2111,"no","cellular",2
FALSE,48,"blue-collar","married","primary","no",5366,"no","unknown",3
FALSE,33,"technician","married","secondary","no",181,"yes","telephone",2
FALSE,31,"blue-collar","divorced","secondary","no",-452,"no","unknown",5
FALSE,56,"unemployed","divorced","primary","no",1770,"no","cellular",3
FALSE,58,"retired","married","primary","no",0,"no","cellular",1
FALSE,37,"admin.","single","secondary","no",-296,"no","cellular",1
FALSE,59,"management","married","primary","no",2358,"no","cellular",1
TRUE,50,"management","single","tertiary","no",1200,"no","cellular",3
FALSE,39,"housemaid","single","primary","no",109,"no","unknown",3
